Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19;INGRESOS_COVID19;ALTAS_24h_COVID19
2020-11-11;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;166;44;26;4;5
2020-11-11;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;89;27;23;2;2
2020-11-11;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;2;6;1;1
2020-11-11;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;241;60;118;7;6
2020-11-11;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;2;0;0;0;0
2020-11-12;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;970;124;491;12;18
2020-11-12;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;982;97;610;5;10
2020-11-12;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;87;38;19;2;0
2020-11-12;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;120;65;24;3;1
2020-11-12;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;120;0;18;0;0
2020-11-12;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2020-11-12;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;21;10;0;0;3
2020-11-13;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1353;98;654;10;22
2020-11-13;Hospitalización convencional;12;GALICIA;15;Coruña, A;3244;201;1990;22;25
2020-11-13;Hospitalización convencional;14;MURCIA;30;Murcia;3478;482;1937;79;90
2020-11-13;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;205;130;40;9;7
2020-11-13;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;2;6;0;0
2020-11-13;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;56;33;9;1;1
2021-04-29;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;100;31;28;4;0
2021-04-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;0;0;0;0;0
2021-04-29;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;2;6;1;0
2021-04-29;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0;0;0
2021-04-30;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;279;16;157;3;3
2021-04-30;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;18;8;4;0;0
2021-05-01;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1557;75;907;16;23
2021-05-01;Hospitalización convencional;15;NAVARRA;31;Navarra;1824;137;1020;16;19
2021-05-01;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;17;10;3;0;0
2021-05-01;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;50;30;9;1;0
2021-05-01;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;37;1;23;0;1
2021-05-01;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;0;10;0;0
2021-05-02;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;1010;21;564;1;0
2021-05-02;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;18;9;4;1;0
2021-05-02;U. Críticas CON respirador;12;GALICIA;32;Ourense;44;7;11;0;0
2021-05-02;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;19;1;6;1;0
2021-05-02;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;0;8;0;0
2021-05-03;Hospitalización convencional;03;ASTURIAS;33;Asturias;3177;152;2061;21;18
2021-05-03;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1399;93;930;17;13
2021-05-03;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;1283;100;854;13;15
2021-05-03;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1296;77;831;17;12
2021-05-03;Hospitalización convencional;14;MURCIA;30;Murcia;2866;35;1892;5;10
2021-05-03;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;238;96;39;3;6
2021-05-03;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;27;52;2;0
2021-05-03;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;52;20;3;0;0
2021-05-04;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;3030;116;2012;21;26
2021-05-04;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3018;37;2156;5;9
2021-05-04;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;19;196;1;8
2021-05-04;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1464;192;937;28;38
2021-05-04;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;44;5;9;0;0
2021-05-04;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;101;48;29;3;1
2021-05-04;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;19;1;9;0;0
2021-05-04;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;0;11;0;0
2021-05-04;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;1;0;0
2021-05-05;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;422;10;297;2;3
2021-05-05;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;263;27;87;3;3
2021-05-05;U. Críticas CON respirador;09;CATALUÑA;17;Girona;70;38;22;6;6
2021-05-05;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;37;0;28;0;2
2021-05-06;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1557;75;1008;16;18
2021-05-06;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;68;10;31;1;2
2021-05-06;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;54;2;27;0;0
2021-05-07;Hospitalización convencional;13;MADRID;28;Madrid;16150;1738;11101;199;365
2021-05-07;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;19;3;0;2
2021-05-08;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;42;446;3;8
2021-05-08;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;359;19;267;4;4
2021-05-08;Hospitalización convencional;18;CEUTA;51;Ceuta;182;15;66;0;0
2021-05-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;17;7;2;0;0
2021-05-08;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;48;0;4;0;0
2021-05-08;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0;0;0
2021-05-09;Hospitalización convencional;09;CATALUÑA;17;Girona;2156;141;1530;9;8
2021-05-09;Hospitalización convencional;13;MADRID;28;Madrid;16099;1891;11100;136;65
2021-05-09;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;43;11;16;0;2
2021-05-10;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;1276;62;899;14;32
2020-09-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;2;6;0;0
2020-09-10;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;81;1;1;0;0
2020-09-10;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2020-09-11;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;413;35;193;9;9
2020-09-11;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;354;19;229;3;1
2020-09-11;Hospitalización convencional;13;MADRID;28;Madrid;14501;2315;9015;387;362
2020-09-11;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;0;13;0;1
2020-09-11;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;209;39;73;2;3
2020-09-11;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;245;20;106;2;2
2020-09-11;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;30;9;3;1;0
2020-09-11;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;37;13;9;1;0
2020-09-11;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;277;34;119;0;3
2020-09-11;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;2;4;0;0
2020-09-12;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;692;73;476;7;2
2020-09-12;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;257;14;123;2;4
2020-09-12;Hospitalización convencional;18;CEUTA;51;Ceuta;150;7;57;2;1
2020-09-12;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;3;4;1;0
2020-09-12;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;1;0;0
2020-09-12;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2020-09-12;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;4;0;0
2020-09-12;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0;0;0
2020-09-13;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1189;39;845;4;1
2020-09-13;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;2;5;1;0
2020-09-14;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;683;84;459;7;3
2020-09-14;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4950;285;3224;31;30
2020-09-14;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;25;29;3;1
2020-09-14;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;5;0;0
2020-09-14;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;2;0;0
2020-09-14;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0;0;0
2020-09-14;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;2;0;0
2020-09-15;Hospitalización convencional;09;CATALUÑA;25;Lleida;976;50;724;5;7
2020-09-15;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;173;12;73;1;2
2020-09-15;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;89;7;27;0;0
2020-09-15;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;10;89;1;0
2020-09-15;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;29;7;21;3;0
2020-09-15;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0;0;0
2020-09-16;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;91;1123;10;26
2020-09-16;Hospitalización convencional;02;ARAGÓN;22;Huesca;529;45;293;6;5
2020-09-16;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;19;192;3;3
2020-09-16;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;4;2;0;1
2020-09-16;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;11;64;1;0
2020-09-16;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;19;0;13;0;0
2020-09-16;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;42;Soria;0;0;0;0;0
2020-09-17;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;11;80;1;1
2020-09-17;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;166;25;77;2;1
2020-09-17;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;14;0;0
2020-09-18;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;820;6;443;1;1
2020-09-18;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3226;252;2111;39;43
2020-09-18;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1298;241;782;28;25
2020-09-18;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;4;1;0;0
2020-09-18;U. Críticas CON respirador;18;CEUTA;51;Ceuta;7;1;1;0;0
2020-09-19;Hospitalización convencional;12;GALICIA;27;Lugo;981;51;460;2;3
2020-09-19;U. Críticas CON respirador;14;MURCIA;30;Murcia;273;46;71;5;6
2020-10-09;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;24;2;13;0;0
2020-10-09;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0;0;0
2020-10-10;Hospitalización convencional;12;GALICIA;32;Ourense;999;57;685;5;20
2020-10-10;Hospitalización convencional;12;GALICIA;36;Pontevedra;2267;28;1401;8;9
2020-10-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;11;6;2;0;0
2020-10-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;78;18;24;2;0
2020-10-10;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0;0;0
2020-10-11;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1444;30;811;5;5
2020-10-11;Hospitalización convencional;12;GALICIA;15;Coruña, A;3202;72;1964;4;12
2020-10-11;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;552;71;366;11;16
2020-10-12;Hospitalización convencional;02;ARAGÓN;44;Teruel;392;63;161;9;0
2020-10-12;Hospitalización convencional;12;GALICIA;32;Ourense;1002;81;672;12;4
2020-10-12;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;70;21;25;1;0
2020-10-12;U. Críticas CON respirador;12;GALICIA;27;Lugo;12;0;0;0;0
2020-10-12;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;1;0;0
2020-10-12;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;74;3;15;0;0
2020-10-13;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;384;55;204;7;7
2020-10-13;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;353;89;227;9;18
2020-10-13;Hospitalización convencional;14;MURCIA;30;Murcia;3491;275;2269;52;43
2020-10-13;Hospitalización convencional;19;MELILLA;52;Melilla;165;29;62;5;2
2020-10-13;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;30;12;6;0;0
2020-10-13;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;89;34;18;4;2
2020-10-13;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;725;157;402;14;8
2020-10-13;U. Críticas CON respirador;09;CATALUÑA;17;Girona;60;19;31;0;1
2020-10-13;U. Críticas CON respirador;13;MADRID;28;Madrid;1125;477;395;25;19
2020-10-13;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;0;5;0;0
2020-10-14;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5043;306;3435;45;36
2020-10-14;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;149;49;60;5;3
2020-10-14;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;66;21;25;0;0
2020-10-14;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;76;6;16;1;0
2020-10-15;Hospitalización convencional;13;MADRID;28;Madrid;15776;2699;10289;301;334
2020-10-15;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;6;17;1;0
2020-10-15;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;216;34;83;2;1
2020-10-15;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;252;48;108;7;4
2020-10-15;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;0;9;0;0
2020-10-15;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;0;9;0;0
2020-10-16;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2449;148;1420;19;50
2020-10-16;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;265;21;164;3;2
2020-10-16;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;0;0;0
2020-10-17;Hospitalización convencional;09;CATALUÑA;17;Girona;2048;118;1462;25;26
2020-10-17;Hospitalización convencional;09;CATALUÑA;25;Lleida;999;38;757;6;5
2020-10-17;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2455;165;1710;20;13
2020-10-17;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;68;15;22;2;1
2020-10-18;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1827;288;1027;31;3
2020-10-18;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;32;162;0;2
2020-10-18;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;750;96;415;8;1
2020-10-18;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;25;14;3;4
2020-10-18;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;19;0;11;0;0
2020-10-18;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;30;5;0;0;0
2020-10-19;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;5238;356;1822;39;47
2020-10-19;Hospitalización convencional;09;CATALUÑA;08;Barcelona;17262;1670;12832;236;200
2020-10-19;Hospitalización convencional;09;CATALUÑA;25;Lleida;1011;42;747;8;11
2020-10-19;Hospitalización convencional;12;GALICIA;27;Lugo;981;15;564;2;6
2020-08-24;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;2;5;0;0
2020-08-24;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;45;3;18;1;1
2020-08-24;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;2;9;0;1
2020-08-24;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;38;0;16;0;0
2020-08-24;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2020-08-24;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;0;2;0;1
2020-08-25;Hospitalización convencional;09;CATALUÑA;25;Lleida;978;62;713;6;9
2020-08-25;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;213;21;74;4;1
2020-08-25;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;42;Soria;0;0;0;0;0
2020-08-25;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0;0;0
2020-08-25;U. Críticas SIN respirador;14;MURCIA;30;Murcia;143;0;11;0;0
2020-08-26;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2560;32;1819;3;4
2020-08-26;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;9;141;0;0
2020-08-26;Hospitalización convencional;12;GALICIA;36;Pontevedra;2211;9;1372;5;0
2020-08-26;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1245;60;842;15;8
2020-08-26;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;2;0;0
2020-08-26;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;14;2;9;0;0
2020-08-26;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0;0;0
2020-08-27;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2457;110;1571;15;10
2020-08-27;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;31;1011;7;1
2020-08-27;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1916;251;1160;49;41
2020-08-27;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;164;9;43;0;1
2020-08-27;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;69;7;34;2;0
2020-08-28;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1303;76;546;10;14
2020-08-28;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2932;362;1427;41;53
2020-08-28;Hospitalización convencional;18;CEUTA;51;Ceuta;155;2;50;1;0
2020-08-28;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;69;4;29;1;0
2020-08-28;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;2;6;0;0
2020-08-28;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;117;2;7;0;0
2020-08-28;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;1;2;0;0
2020-08-28;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;2;0;0
2020-08-28;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;1;7;1;1
2020-08-29;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1164;37;472;17;10
2020-08-29;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3113;35;1867;2;2
2020-08-29;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;209;18;75;5;3
2020-08-29;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;3;5;0;0
2020-08-29;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;7;0;72
2020-08-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;34;Palencia;0;0;0;0;0
2020-08-29;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2;0;0
2020-08-29;U. Críticas SIN respirador;13;MADRID;28;Madrid;165;0;13;0;0
2020-08-30;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;323;36;199;2;2
2020-08-30;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;632;65;412;6;3
2020-08-30;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;12;151;0;0
2020-08-30;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4061;123;2192;20;3
2020-08-30;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;73;6;16;0;0
2020-08-30;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;76;12;30;1;1
2020-08-30;U. Críticas CON respirador;14;MURCIA;30;Murcia;245;33;75;4;1
2020-08-30;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;0;10;0;0
2020-08-30;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;1;0;0
2020-08-30;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;0;2;0;0
2020-08-31;Hospitalización convencional;09;CATALUÑA;08;Barcelona;16608;720;12473;77;91
2020-08-31;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;3;9;0;0
2020-08-31;U. Críticas CON respirador;18;CEUTA;51;Ceuta;7;0;2;0;0
2020-11-13;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;17;1;9;0;0
2020-11-13;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0;0;0
2020-11-14;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1282;93;641;22;19
2020-11-14;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2465;48;1761;3;9
2020-11-14;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1449;285;817;47;47
2020-11-14;Hospitalización convencional;18;CEUTA;51;Ceuta;175;38;61;2;2
2020-11-14;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;87;37;19;2;1
2020-11-14;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;125;62;25;2;1
2020-11-14;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;462;153;138;6;10
2020-11-14;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;4;0;0
2020-11-14;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;64;6;3;1;5
2020-11-14;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;89;6;38;0;4
2020-11-15;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;1340;380;598;37;11
2020-11-15;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;584;89;429;6;2
2020-11-15;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;81;31;18;0;1
2020-11-15;U. Críticas CON respirador;13;MADRID;28;Madrid;1106;418;365;12;11
2020-11-15;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;17;1;6;0;0
2020-11-15;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;2;0;0
2020-11-15;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;0;2;0;0
2020-11-16;Hospitalización convencional;02;ARAGÓN;44;Teruel;353;78;129;11;17
2020-11-16;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5074;841;2940;117;147
2020-11-16;Hospitalización convencional;12;GALICIA;32;Ourense;1003;78;648;6;5
2020-11-16;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;179;93;37;2;1
2020-11-16;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;24;9;3;0;0
2020-11-16;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;87;21;27;2;3
2020-11-16;U. Críticas CON respirador;12;GALICIA;27;Lugo;11;0;0;0;0
2020-11-16;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;0;0;0
2020-11-16;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2020-11-16;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;3;0;0
2020-11-17;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;68;45;9;1;0
2020-11-17;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;32;17;4;0;1
2020-11-17;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;82;34;22;3;0
2020-11-17;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;287;105;106;5;8
2020-11-17;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;20;0;3;0;0
2020-11-17;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;11;2;8;0;0
2020-11-18;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;294;38;139;4;10
2020-11-18;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;24;7;3;0;2
2020-11-18;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;57;1;0;1;1
2020-11-18;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;2;0;0
2020-11-19;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1465;290;711;29;45
2020-11-19;Hospitalización convencional;09;CATALUÑA;08;Barcelona;17825;2358;12381;189;284
2020-11-19;Hospitalización convencional;09;CATALUÑA;25;Lleida;1013;112;683;9;20
2020-11-19;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2612;248;1639;15;35
2020-11-19;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;15;7;1;0
2020-11-19;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;288;105;104;5;5
2020-11-19;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;41;14;1;1;1
2020-11-20;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;24;155;3;4
2020-11-20;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5074;768;2712;67;119
2020-11-20;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;18;0;12;0;0
2020-11-20;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;42;Soria;0;0;0;0;0
