ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
MC,2020-06-13,1,1,0,0,0
MD,2020-06-13,24,24,0,0,0
ML,2020-06-13,0,0,0,0,0
NC,2020-06-13,1,1,0,0,0
PV,2020-06-13,8,8,0,0,0
RI,2020-06-13,2,2,0,0,0
VC,2020-06-13,3,3,0,0,0
AN,2020-06-14,4,4,0,0,0
AR,2020-06-14,3,2,0,1,0
AS,2020-06-14,0,0,0,0,0
CB,2020-06-14,2,2,0,0,0
CE,2020-06-14,0,0,0,0,0
CL,2020-06-14,7,5,0,2,0
CM,2020-06-14,9,9,0,0,0
CN,2020-06-14,1,1,0,0,0
CT,2020-06-14,43,42,0,1,0
EX,2020-06-14,0,0,0,0,0
GA,2020-06-14,1,1,0,0,0
IB,2020-06-14,4,4,0,0,0
MC,2020-06-14,3,3,0,0,0
MD,2020-06-14,34,34,0,0,0
ML,2020-06-14,0,0,0,0,0
NC,2020-06-14,2,2,0,0,0
PV,2020-06-14,6,6,0,0,0
RI,2020-06-14,1,1,0,0,0
VC,2020-06-14,1,1,0,0,0
AN,2020-06-15,7,7,0,0,0
AR,2020-06-15,7,7,0,0,0
AS,2020-06-15,0,0,0,0,0
CB,2020-06-15,1,1,0,0,0
CE,2020-06-15,0,0,0,0,0
CL,2020-06-15,15,15,0,0,0
CM,2020-06-15,11,11,0,0,0
CN,2020-06-15,1,1,0,0,0
CT,2020-06-15,80,59,0,21,0
EX,2020-06-15,5,5,0,0,0
GA,2020-06-15,3,3,0,0,0
IB,2020-06-15,3,3,0,0,0
MC,2020-06-15,2,2,0,0,0
MD,2020-06-15,126,126,0,0,0
ML,2020-06-15,1,1,0,0,0
NC,2020-06-15,4,4,0,0,0
PV,2020-06-15,14,14,0,0,0
RI,2020-06-15,0,0,0,0,0
VC,2020-06-15,11,11,0,0,0
AN,2020-06-16,9,9,0,0,0
AR,2020-06-16,11,11,0,0,0
AS,2020-06-16,0,0,0,0,0
CB,2020-06-16,2,2,0,0,0
CE,2020-06-16,0,0,0,0,0
CL,2020-06-16,42,41,0,1,0
CM,2020-06-16,21,21,0,0,0
CN,2020-06-16,3,3,0,0,0
CT,2020-06-16,81,67,0,14,0
EX,2020-06-16,2,2,0,0,0
GA,2020-06-16,1,1,0,0,0
IB,2020-06-16,4,4,0,0,0
MC,2020-06-16,1,1,0,0,0
MD,2020-06-16,56,56,0,0,0
ML,2020-06-16,0,0,0,0,0
NC,2020-06-16,12,12,0,0,0
PV,2020-06-16,11,11,0,0,0
RI,2020-06-16,1,1,0,0,0
VC,2020-06-16,10,10,0,0,0
AN,2020-06-17,10,10,0,0,0
AR,2020-06-17,7,7,0,0,0
AS,2020-06-17,0,0,0,0,0
CB,2020-06-17,3,3,0,0,0
CE,2020-06-17,0,0,0,0,0
CL,2020-06-17,18,18,0,0,0
CM,2020-06-17,16,16,0,0,0
CN,2020-06-17,14,14,0,0,0
CT,2020-06-17,95,79,0,16,0
EX,2020-06-17,7,7,0,0,0
GA,2020-06-17,4,4,0,0,0
IB,2020-06-17,4,4,0,0,0
MC,2020-06-17,2,2,0,0,0
MD,2020-06-17,86,86,0,0,0
ML,2020-06-17,0,0,0,0,0
NC,2020-06-17,3,3,0,0,0
PV,2020-06-17,8,8,0,0,0
RI,2020-06-17,0,0,0,0,0
VC,2020-06-17,8,8,0,0,0
AN,2020-06-18,25,25,0,0,0
AR,2020-06-18,17,17,0,0,0
AS,2020-06-18,0,0,0,0,0
CB,2020-06-18,5,5,0,0,0
CE,2020-06-18,0,0,0,0,0
CL,2020-06-18,12,11,0,1,0
CM,2020-06-18,9,9,0,0,0
CN,2020-06-18,0,0,0,0,0
CT,2020-06-18,104,89,0,15,0
EX,2020-06-18,4,4,0,0,0
GA,2020-06-18,0,0,0,0,0
IB,2020-06-18,5,5,0,0,0
MC,2020-06-18,2,2,0,0,0
MD,2020-06-18,86,86,0,0,0
ML,2020-06-18,0,0,0,0,0
NC,2020-06-18,6,6,0,0,0
PV,2020-06-18,12,12,0,0,0
RI,2020-06-18,1,1,0,0,0
VC,2020-06-18,8,8,0,0,0
AN,2020-06-19,11,11,0,0,0
AR,2020-06-19,25,25,0,0,0
AS,2020-06-19,0,0,0,0,0
CB,2020-06-19,0,0,0,0,0
CE,2020-06-19,0,0,0,0,0
CL,2020-06-19,14,13,0,1,0
CM,2020-06-19,10,10,0,0,0
CN,2020-06-19,1,1,0,0,0
CT,2020-06-19,92,77,0,15,0
EX,2020-06-19,2,2,0,0,0
GA,2020-06-19,1,1,0,0,0
IB,2020-06-19,8,8,0,0,0
MC,2020-06-19,3,3,0,0,0
MD,2020-06-19,64,64,0,0,0
ML,2020-06-19,0,0,0,0,0
NC,2020-06-19,9,9,0,0,0
PV,2020-06-19,11,11,0,0,0
RI,2020-06-19,0,0,0,0,0
VC,2020-06-19,10,10,0,0,0
AN,2020-06-20,15,15,0,0,0
AR,2020-06-20,29,29,0,0,0
AS,2020-06-20,0,0,0,0,0
CB,2020-06-20,3,3,0,0,0
CE,2020-06-20,0,0,0,0,0
CL,2020-06-20,18,17,0,1,0
CM,2020-06-20,14,14,0,0,0
CN,2020-06-20,11,11,0,0,0
CT,2020-06-20,85,83,0,2,0
EX,2020-06-20,1,1,0,0,0
GA,2020-06-20,7,7,0,0,0
IB,2020-06-20,3,3,0,0,0
MC,2020-06-20,3,3,0,0,0
MD,2020-06-20,40,40,0,0,0
ML,2020-06-20,0,0,0,0,0
NC,2020-06-20,4,4,0,0,0
PV,2020-06-20,4,4,0,0,0
RI,2020-06-20,1,1,0,0,0
VC,2020-06-20,5,5,0,0,0
AN,2020-06-21,10,10,0,0,0
AR,2020-06-21,42,40,0,1,1
AS,2020-06-21,0,0,0,0,0
CB,2020-06-21,2,2,0,0,0
CE,2020-06-21,0,0,0,0,0
CL,2020-06-21,6,6,0,0,0
CM,2020-06-21,7,7,0,0,0
CN,2020-06-21,2,2,0,0,0
CT,2020-06-21,74,73,0,1,0
EX,2020-06-21,5,5,0,0,0
GA,2020-06-21,3,3,0,0,0
IB,2020-06-21,2,2,0,0,0
MC,2020-06-21,5,5,0,0,0
MD,2020-06-21,32,32,0,0,0
ML,2020-06-21,2,2,0,0,0
NC,2020-06-21,15,15,0,0,0
PV,2020-06-21,6,6,0,0,0
RI,2020-06-21,0,0,0,0,0
VC,2020-06-21,10,10,0,0,0
AN,2020-06-22,17,17,0,0,0
AR,2020-06-22,57,57,0,0,0
AS,2020-06-22,0,0,0,0,0
CB,2020-06-22,1,1,0,0,0
CE,2020-06-22,0,0,0,0,0
CL,2020-06-22,14,14,0,0,0
CM,2020-06-22,12,12,0,0,0
CN,2020-06-22,0,0,0,0,0
CT,2020-06-22,117,93,0,24,0
EX,2020-06-22,1,1,0,0,0
GA,2020-06-22,0,0,0,0,0
IB,2020-06-22,1,1,0,0,0
MC,2020-06-22,3,3,0,0,0
MD,2020-06-22,38,38,0,0,0
ML,2020-06-22,0,0,0,0,0
NC,2020-06-22,18,18,0,0,0
PV,2020-06-22,7,7,0,0,0
RI,2020-06-22,0,0,0,0,0
VC,2020-06-22,7,7,0,0,0
AN,2020-06-23,13,13,0,0,0
AR,2020-06-23,48,48,0,0,0
AS,2020-06-23,0,0,0,0,0
CB,2020-06-23,2,2,0,0,0
CE,2020-06-23,0,0,0,0,0
CL,2020-06-23,29,28,0,1,0
CM,2020-06-23,23,23,0,0,0
CN,2020-06-23,6,6,0,0,0
CT,2020-06-23,123,102,0,21,0
EX,2020-06-23,5,5,0,0,0
GA,2020-06-23,5,5,0,0,0
IB,2020-06-23,5,5,0,0,0
MC,2020-06-23,5,5,0,0,0
MD,2020-06-23,55,55,0,0,0
ML,2020-06-23,0,0,0,0,0
NC,2020-06-23,8,8,0,0,0
PV,2020-06-23,5,5,0,0,0
RI,2020-06-23,1,1,0,0,0
VC,2020-06-23,12,12,0,0,0
AN,2020-06-24,96,96,0,0,0
AR,2020-06-24,65,62,0,1,2
AS,2020-06-24,0,0,0,0,0
CB,2020-06-24,2,2,0,0,0
CE,2020-06-24,0,0,0,0,0
CL,2020-06-24,14,14,0,0,0
CM,2020-06-24,20,20,0,0,0
CN,2020-06-24,1,1,0,0,0
CT,2020-06-24,92,92,0,0,0
EX,2020-06-24,1,1,0,0,0
GA,2020-06-24,5,5,0,0,0
IB,2020-06-24,3,3,0,0,0
MC,2020-06-24,7,7,0,0,0
MD,2020-06-24,44,44,0,0,0
ML,2020-06-24,0,0,0,0,0
NC,2020-06-24,11,11,0,0,0
PV,2020-06-24,13,13,0,0,0
RI,2020-06-24,1,1,0,0,0
VC,2020-06-24,6,6,0,0,0
AN,2020-06-25,22,22,0,0,0
AR,2020-06-25,48,47,0,0,1
AS,2020-06-25,0,0,0,0,0
CB,2020-06-25,0,0,0,0,0
CE,2020-06-25,0,0,0,0,0
CL,2020-06-25,17,17,0,0,0
CM,2020-06-25,19,19,0,0,0
CN,2020-06-25,1,1,0,0,0
CT,2020-06-25,142,111,0,31,0
EX,2020-06-25,4,4,0,0,0
GA,2020-06-25,8,8,0,0,0
IB,2020-06-25,1,1,0,0,0
MC,2020-06-25,5,5,0,0,0
MD,2020-06-25,56,56,0,0,0
ML,2020-06-25,0,0,0,0,0
NC,2020-06-25,6,6,0,0,0
PV,2020-06-25,5,5,0,0,0
RI,2020-06-25,0,0,0,0,0
VC,2020-06-25,8,8,0,0,0
AN,2020-06-26,19,19,0,0,0
AR,2020-06-26,21,21,0,0,0
AS,2020-06-26,0,0,0,0,0
CB,2020-06-26,3,3,0,0,0
CE,2020-06-26,0,0,0,0,0
CL,2020-06-26,15,15,0,0,0
CM,2020-06-26,11,11,0,0,0
CN,2020-06-26,1,1,0,0,0
CT,2020-06-26,200,162,0,38,0
EX,2020-06-26,0,0,0,0,0
GA,2020-06-26,4,4,0,0,0
IB,2020-06-26,10,10,0,0,0
MC,2020-06-26,7,7,0,0,0
MD,2020-06-26,54,54,0,0,0
ML,2020-06-26,0,0,0,0,0
NC,2020-06-26,5,5,0,0,0
PV,2020-06-26,10,10,0,0,0
RI,2020-06-26,0,0,0,0,0
VC,2020-06-26,13,13,0,0,0
AN,2020-06-27,15,15,0,0,0
AR,2020-06-27,54,53,0,1,0
AS,2020-06-27,0,0,0,0,0
CB,2020-06-27,2,2,0,0,0
CE,2020-06-27,0,0,0,0,0
CL,2020-06-27,13,13,0,0,0
CM,2020-06-27,14,14,0,0,0
CN,2020-06-27,0,0,0,0,0
CT,2020-06-27,118,118,0,0,0
EX,2020-06-27,5,5,0,0,0
GA,2020-06-27,9,8,0,1,0
IB,2020-06-27,5,5,0,0,0
MC,2020-06-27,6,6,0,0,0
MD,2020-06-27,24,24,0,0,0
ML,2020-06-27,0,0,0,0,0
NC,2020-06-27,7,7,0,0,0
PV,2020-06-27,5,5,0,0,0
RI,2020-06-27,0,0,0,0,0
VC,2020-06-27,13,13,0,0,0
AN,2020-06-28,27,27,0,0,0
AR,2020-06-28,18,17,0,0,1
AS,2020-06-28,0,0,0,0,0
CB,2020-06-28,0,0,0,0,0
CE,2020-06-28,0,0,0,0,0
CL,2020-06-28,5,5,0,0,0
CM,2020-06-28,13,12,0,1,0
CN,2020-06-28,0,0,0,0,0
CT,2020-06-28,104,103,0,1,0
EX,2020-06-28,3,3,0,0,0
GA,2020-06-28,11,11,0,0,0
IB,2020-06-28,5,5,0,0,0
MC,2020-06-28,3,3,0,0,0
MD,2020-06-28,25,25,0,0,0
ML,2020-06-28,0,0,0,0,0
NC,2020-06-28,2,2,0,0,0
PV,2020-06-28,7,7,0,0,0
RI,2020-06-28,2,2,0,0,0
VC,2020-06-28,13,13,0,0,0
AN,2020-06-29,22,22,0,0,0
AR,2020-06-29,25,24,0,0,1
AS,2020-06-29,1,1,0,0,0
CB,2020-06-29,0,0,0,0,0
CE,2020-06-29,0,0,0,0,0
CL,2020-06-29,11,11,0,0,0
CM,2020-06-29,13,13,0,0,0
CN,2020-06-29,0,0,0,0,0
CT,2020-06-29,180,163,0,17,0
EX,2020-06-29,6,6,0,0,0
GA,2020-06-29,8,8,0,0,0
IB,2020-06-29,9,9,0,0,0
MC,2020-06-29,10,10,0,0,0
MD,2020-06-29,50,50,0,0,0
ML,2020-06-29,0,0,0,0,0
NC,2020-06-29,1,1,0,0,0
PV,2020-06-29,8,8,0,0,0
RI,2020-06-29,1,1,0,0,0
VC,2020-06-29,18,18,0,0,0
AN,2020-06-30,26,25,0,1,0
AR,2020-06-30,37,37,0,0,0
AS,2020-06-30,0,0,0,0,0
CB,2020-06-30,1,1,0,0,0
CE,2020-06-30,0,0,0,0,0
CL,2020-06-30,13,13,0,0,0
CM,2020-06-30,11,11,0,0,0
CN,2020-06-30,5,5,0,0,0
CT,2020-06-30,184,166,0,16,2
EX,2020-06-30,7,7,0,0,0
GA,2020-06-30,22,22,0,0,0
IB,2020-06-30,3,3,0,0,0
MC,2020-06-30,3,3,0,0,0
MD,2020-06-30,63,63,0,0,0
ML,2020-06-30,0,0,0,0,0
NC,2020-06-30,3,3,0,0,0
PV,2020-06-30,14,14,0,0,0
RI,2020-06-30,0,0,0,0,0
VC,2020-06-30,18,18,0,0,0
AN,2020-07-01,23,23,0,0,0
AR,2020-07-01,36,36,0,0,0
AS,2020-07-01,1,1,0,0,0
CB,2020-07-01,1,1,0,0,0
CE,2020-07-01,0,0,0,0,0
CL,2020-07-01,9,8,0,1,0
CM,2020-07-01,17,17,0,0,0
CN,2020-07-01,8,8,0,0,0
CT,2020-07-01,298,276,0,22,0
EX,2020-07-01,9,9,0,0,0
GA,2020-07-01,12,12,0,0,0
IB,2020-07-01,4,4,0,0,0
MC,2020-07-01,5,5,0,0,0
MD,2020-07-01,58,58,0,0,0
ML,2020-07-01,0,0,0,0,0
NC,2020-07-01,6,6,0,0,0
PV,2020-07-01,7,7,0,0,0
RI,2020-07-01,0,0,0,0,0
VC,2020-07-01,23,23,0,0,0
AN,2020-07-02,14,14,0,0,0
AR,2020-07-02,22,22,0,0,0
AS,2020-07-02,0,0,0,0,0
CB,2020-07-02,0,0,0,0,0
CE,2020-07-02,0,0,0,0,0
CL,2020-07-02,9,9,0,0,0
CM,2020-07-02,14,14,0,0,0
CN,2020-07-02,1,1,0,0,0
CT,2020-07-02,239,217,0,21,1
EX,2020-07-02,4,4,0,0,0
GA,2020-07-02,24,24,0,0,0
IB,2020-07-02,3,3,0,0,0
MC,2020-07-02,2,2,0,0,0
MD,2020-07-02,41,41,0,0,0
ML,2020-07-02,0,0,0,0,0
NC,2020-07-02,4,4,0,0,0
PV,2020-07-02,8,8,0,0,0
RI,2020-07-02,0,0,0,0,0
VC,2020-07-02,23,23,0,0,0
AN,2020-07-03,26,26,0,0,0
AR,2020-07-03,44,44,0,0,0
AS,2020-07-03,0,0,0,0,0
CB,2020-07-03,3,3,0,0,0
CE,2020-07-03,0,0,0,0,0
CL,2020-07-03,11,11,0,0,0
CM,2020-07-03,22,22,0,0,0
CN,2020-07-03,4,4,0,0,0
CT,2020-07-03,276,268,0,8,0
EX,2020-07-03,8,8,0,0,0
GA,2020-07-03,31,31,0,0,0
IB,2020-07-03,4,4,0,0,0
MC,2020-07-03,2,2,0,0,0
MD,2020-07-03,77,77,0,0,0
ML,2020-07-03,0,0,0,0,0
NC,2020-07-03,7,7,0,0,0
PV,2020-07-03,13,13,0,0,0
RI,2020-07-03,0,0,0,0,0
VC,2020-07-03,14,14,0,0,0
AN,2020-07-04,25,25,0,0,0
AR,2020-07-04,33,32,0,0,1
AS,2020-07-04,0,0,0,0,0
CB,2020-07-04,0,0,0,0,0
CE,2020-07-04,0,0,0,0,0
CL,2020-07-04,7,7,0,0,0
CM,2020-07-04,10,10,0,0,0
CN,2020-07-04,4,4,0,0,0
CT,2020-07-04,252,251,0,1,0
EX,2020-07-04,4,4,0,0,0
GA,2020-07-04,17,17,0,0,0
IB,2020-07-04,3,3,0,0,0
MC,2020-07-04,6,6,0,0,0
MD,2020-07-04,29,29,0,0,0
ML,2020-07-04,0,0,0,0,0
NC,2020-07-04,5,5,0,0,0
PV,2020-07-04,7,7,0,0,0
RI,2020-07-04,0,0,0,0,0
VC,2020-07-04,6,6,0,0,0
AN,2020-07-05,16,16,0,0,0
AR,2020-07-05,37,37,0,0,0
AS,2020-07-05,0,0,0,0,0
CB,2020-07-05,2,2,0,0,0
CE,2020-07-05,0,0,0,0,0
CL,2020-07-05,3,3,0,0,0
CM,2020-07-05,5,5,0,0,0
CN,2020-07-05,1,1,0,0,0
CT,2020-07-05,255,255,0,0,0
EX,2020-07-05,6,6,0,0,0
GA,2020-07-05,12,12,0,0,0
IB,2020-07-05,3,3,0,0,0
MC,2020-07-05,7,7,0,0,0
MD,2020-07-05,31,31,0,0,0
ML,2020-07-05,0,0,0,0,0
NC,2020-07-05,1,1,0,0,0
PV,2020-07-05,17,17,0,0,0
RI,2020-07-05,1,1,0,0,0
VC,2020-07-05,11,11,0,0,0
AN,2020-07-06,22,22,0,0,0
AR,2020-07-06,76,76,0,0,0
AS,2020-07-06,0,0,0,0,0
CB,2020-07-06,0,0,0,0,0
CE,2020-07-06,0,0,0,0,0
CL,2020-07-06,14,13,0,1,0
CM,2020-07-06,18,18,0,0,0
CN,2020-07-06,2,2,0,0,0
CT,2020-07-06,370,369,0,0,1
EX,2020-07-06,2,1,0,1,0
GA,2020-07-06,18,18,0,0,0
IB,2020-07-06,4,3,1,0,0
MC,2020-07-06,8,8,0,0,0
MD,2020-07-06,58,58,0,0,0
ML,2020-07-06,0,0,0,0,0
NC,2020-07-06,12,12,0,0,0
PV,2020-07-06,31,31,0,0,0
RI,2020-07-06,0,0,0,0,0
VC,2020-07-06,21,21,0,0,0
AN,2020-07-07,32,32,0,0,0
AR,2020-07-07,91,88,0,0,3
AS,2020-07-07,0,0,0,0,0
CB,2020-07-07,1,1,0,0,0
CE,2020-07-07,0,0,0,0,0
CL,2020-07-07,10,9,0,1,0
CM,2020-07-07,15,15,0,0,0
CN,2020-07-07,4,4,0,0,0
CT,2020-07-07,430,428,0,2,0
EX,2020-07-07,16,16,0,0,0
GA,2020-07-07,35,35,0,0,0
IB,2020-07-07,1,1,0,0,0
MC,2020-07-07,12,12,0,0,0
MD,2020-07-07,53,53,0,0,0
ML,2020-07-07,0,0,0,0,0
NC,2020-07-07,13,13,0,0,0
PV,2020-07-07,31,31,0,0,0
RI,2020-07-07,3,3,0,0,0
VC,2020-07-07,26,26,0,0,0
AN,2020-07-08,56,56,0,0,0
AR,2020-07-08,77,76,0,0,1
AS,2020-07-08,2,2,0,0,0
CB,2020-07-08,2,2,0,0,0
CE,2020-07-08,0,0,0,0,0
CL,2020-07-08,13,12,0,1,0
CM,2020-07-08,17,17,0,0,0
CN,2020-07-08,8,8,0,0,0
CT,2020-07-08,475,475,0,0,0
EX,2020-07-08,6,6,0,0,0
GA,2020-07-08,24,24,0,0,0
IB,2020-07-08,4,4,0,0,0
MC,2020-07-08,16,16,0,0,0
MD,2020-07-08,78,78,0,0,0
ML,2020-07-08,0,0,0,0,0
NC,2020-07-08,7,7,0,0,0
PV,2020-07-08,37,37,0,0,0
RI,2020-07-08,5,5,0,0,0
VC,2020-07-08,29,29,0,0,0
AN,2020-07-09,36,36,0,0,0
AR,2020-07-09,87,87,0,0,0
AS,2020-07-09,0,0,0,0,0
CB,2020-07-09,1,1,0,0,0
CE,2020-07-09,0,0,0,0,0
CL,2020-07-09,8,8,0,0,0
CM,2020-07-09,24,24,0,0,0
CN,2020-07-09,8,8,0,0,0
CT,2020-07-09,505,504,0,0,1
EX,2020-07-09,23,23,0,0,0
GA,2020-07-09,16,16,0,0,0
IB,2020-07-09,6,6,0,0,0
MC,2020-07-09,6,6,0,0,0
MD,2020-07-09,77,77,0,0,0
ML,2020-07-09,0,0,0,0,0
NC,2020-07-09,29,29,0,0,0
PV,2020-07-09,34,34,0,0,0
RI,2020-07-09,1,1,0,0,0
VC,2020-07-09,28,28,0,0,0
AN,2020-07-10,59,59,0,0,0
AR,2020-07-10,127,125,0,0,2
AS,2020-07-10,2,2,0,0,0
CB,2020-07-10,1,1,0,0,0
CE,2020-07-10,0,0,0,0,0
CL,2020-07-10,15,14,0,1,0
CM,2020-07-10,25,25,0,0,0
CN,2020-07-10,3,3,0,0,0
CT,2020-07-10,642,641,0,1,0
EX,2020-07-10,45,45,0,0,0
GA,2020-07-10,7,7,0,0,0
IB,2020-07-10,8,8,0,0,0
MC,2020-07-10,9,9,0,0,0
MD,2020-07-10,73,73,0,0,0
ML,2020-07-10,0,0,0,0,0
NC,2020-07-10,20,20,0,0,0
PV,2020-07-10,25,25,0,0,0
RI,2020-07-10,10,10,0,0,0
VC,2020-07-10,32,32,0,0,0
AN,2020-07-11,50,50,0,0,0
AR,2020-07-11,154,154,0,0,0
AS,2020-07-11,3,3,0,0,0
CB,2020-07-11,1,1,0,0,0
CE,2020-07-11,0,0,0,0,0
CL,2020-07-11,13,13,0,0,0
CM,2020-07-11,10,10,0,0,0
CN,2020-07-11,1,1,0,0,0
CT,2020-07-11,404,404,0,0,0
EX,2020-07-11,18,18,0,0,0
GA,2020-07-11,15,15,0,0,0
