Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19
2020-08-26;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;30;3;21
2020-08-26;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0
2020-08-27;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;40;1023
2020-08-27;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3020;254;1817
2020-08-27;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1252;62;877
2020-08-19;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1552;26;829
2020-08-19;Hospitalización convencional;03;ASTURIAS;33;Asturias;3030;19;1938
2020-08-19;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;224;22;70
2020-08-19;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;1;7
2020-08-19;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;45;6;18
2020-08-19;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;0;10
2020-08-19;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;183;18;98
2020-08-19;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2020-08-20;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;10;515
2020-08-20;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1234;40;868
2020-08-20;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;93;11;19
2020-08-20;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;3;34
2020-08-20;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;45;3;19
2020-08-20;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;101;0;47
2020-08-20;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;1
2020-08-20;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0
2020-08-21;Hospitalización convencional;03;ASTURIAS;33;Asturias;3030;11;1780
2020-08-21;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2559;32;1685
2020-08-21;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;940;62;523
2020-08-21;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;514;60;319
2020-08-21;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1946;193;1204
2020-08-21;U. Críticas CON respirador;13;MADRID;28;Madrid;905;153;342
2020-08-21;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;15;0;6
2020-08-22;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;213;13;69
2020-08-22;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;65;1;32
2020-08-22;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;69;3;27
2020-08-22;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;76;1;13
2020-08-23;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;327;7;246
2020-08-23;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;6;167
2020-08-23;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;60;1935
2020-08-23;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;520;65;332
2020-08-23;Hospitalización convencional;19;MELILLA;52;Melilla;165;8;70
2020-08-23;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;1;41
2020-08-23;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;15;0;7
2020-08-23;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;0;7
2020-08-24;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1303;75;597
2020-08-24;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;839;32;497
2020-08-24;Hospitalización convencional;18;CEUTA;51;Ceuta;154;1;46
2020-08-24;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;135;57;55
2020-08-24;U. Críticas CON respirador;12;GALICIA;27;Lugo;75;2;14
2020-08-24;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;81;0;4
2020-08-24;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;117;3;6
2020-08-24;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;101;0;49
2020-08-24;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0
2020-08-24;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2
2020-08-25;Hospitalización convencional;13;MADRID;28;Madrid;13395;1721;8721
2020-08-25;Hospitalización convencional;19;MELILLA;52;Melilla;165;3;85
2020-08-25;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;209;9;74
2020-08-25;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;30;10;2
2020-08-25;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;45;6;12
2020-08-25;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;70;8;27
2020-08-25;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;655;107;302
2020-08-25;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;274;16;109
2020-08-26;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3024;245;1848
2020-08-26;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2457;106;1583
2020-08-26;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;629;51;462
2020-08-26;Hospitalización convencional;18;CEUTA;51;Ceuta;154;1;44
2020-08-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;3;5
2020-08-26;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;81;2;6
2020-08-26;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0
2020-08-27;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1180;19;813
2020-08-27;Hospitalización convencional;09;CATALUÑA;08;Barcelona;16570;779;12345
2020-08-27;Hospitalización convencional;13;MADRID;28;Madrid;13746;1784;8988
2020-08-27;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;1;22
2020-08-19;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1263;41;938
2020-08-19;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;59;2030
2020-08-19;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;15;18
2020-08-19;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;2;4
2020-08-19;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;0;62
2020-08-19;U. Críticas SIN respirador;13;MADRID;28;Madrid;165;0;13
2020-08-19;U. Críticas SIN respirador;14;MURCIA;30;Murcia;160;3;19
2020-08-20;Hospitalización convencional;02;ARAGÓN;44;Teruel;392;33;186
2020-08-20;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2927;406;1399
2020-08-20;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3068;169;1933
2020-08-20;Hospitalización convencional;12;GALICIA;27;Lugo;981;5;452
2020-08-20;Hospitalización convencional;18;CEUTA;51;Ceuta;153;0;59
2020-08-20;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;14;0;11
2020-08-20;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;4;72
2020-08-20;U. Críticas CON respirador;14;MURCIA;30;Murcia;244;21;80
2020-08-20;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;162;17;61
2020-08-20;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;148;1;10
2020-08-21;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;329;4;238
2020-08-21;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;0;22
2020-08-21;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;209;8;62
2020-08-21;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;224;27;67
2020-08-21;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;670;95;307
2020-08-21;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2020-08-21;U. Críticas SIN respirador;13;MADRID;28;Madrid;165;0;13
2020-08-22;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;633;35;437
2020-08-22;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4841;205;2824
2020-08-22;Hospitalización convencional;18;CEUTA;51;Ceuta;153;0;59
2020-08-22;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;14;0;10
2020-08-22;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;56;1;19
2020-08-22;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;2
2020-08-22;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;6
2020-08-23;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;1;6
2020-08-23;U. Críticas CON respirador;09;CATALUÑA;17;Girona;53;6;34
2020-08-23;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;3;9
2020-08-23;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;183;20;111
2020-08-23;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2020-08-23;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2020-08-24;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;2;31
2020-08-24;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;4
2020-08-25;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2562;29;1818
2020-08-25;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1181;10;827
2020-08-25;Hospitalización convencional;09;CATALUÑA;17;Girona;1979;38;1406
2020-08-25;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;28;738
2020-08-25;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;89;0;30
2020-08-25;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;69;4;44
2020-08-25;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;43;11;16
2020-08-25;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0
2020-08-25;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;1;2
2020-08-25;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;0;11
2020-08-26;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;4;4
2020-08-26;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;1
2020-08-26;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;42;Soria;0;0;0
2020-08-26;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;0
2020-08-27;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;9;141
2020-08-27;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;72;670
2020-08-27;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;244;9;92
2020-08-27;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;69;6;31
2020-08-27;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;2;3
2020-08-27;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;157;19;60
2020-08-27;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;12;1;8
2020-08-28;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1164;42;461
2020-08-28;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;200;22;119
2020-08-28;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;840;43;459
2020-08-28;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1954;31;919
2020-08-19;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;27;726
2020-08-19;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2626;90;1716
2020-08-19;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;8;524
2020-08-19;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;42;0;7
2020-08-19;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;2
2020-08-19;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;13;0;10
2020-08-20;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;20;1044
2020-08-20;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;15;14
2020-08-20;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;2;5
2020-08-20;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;224;22;71
2020-08-20;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;4;10
2020-08-20;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2020-08-21;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;674;16;398
2020-08-21;Hospitalización convencional;18;CEUTA;51;Ceuta;153;0;59
2020-08-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;56;1;19
2020-08-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;2;4
2020-08-21;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;433;29;155
2020-08-21;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0
2020-08-21;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0
2020-08-21;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;76;1;13
2020-08-21;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;0;8
2020-08-22;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;43;9;14
2020-08-22;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;50;2;11
2020-08-22;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;181;18;114
2020-08-23;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4868;232;2912
2020-08-23;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;73;4;24
2020-08-23;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;3
2020-08-23;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;2;2
2020-08-24;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1182;9;854
2020-08-24;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;19;696
2020-08-24;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;1;21
2020-08-24;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;3;13
2020-08-24;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;1;2
2020-08-24;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;20;0;10
2020-08-24;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;30;0;0
2020-08-24;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2020-08-24;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;0;0;0
2020-08-25;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;856;36;532
2020-08-25;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1273;27;707
2020-08-25;Hospitalización convencional;15;NAVARRA;31;Navarra;1598;48;918
2020-08-25;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;1;40
2020-08-25;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;6;74
2020-08-25;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;3;30
2020-08-25;U. Críticas CON respirador;13;MADRID;28;Madrid;895;177;352
2020-08-25;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;5
2020-08-26;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;40;1041
2020-08-26;Hospitalización convencional;12;GALICIA;32;Ourense;940;14;671
2020-08-26;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;33;3;8
2020-08-26;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;94;10;28
2020-08-26;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;157;18;63
2020-08-26;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;54;1;13
2020-08-27;Hospitalización convencional;02;ARAGÓN;22;Huesca;537;42;295
2020-08-27;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;840;41;478
2020-08-27;Hospitalización convencional;14;MURCIA;30;Murcia;3028;143;1716
2020-08-27;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;19;17
2020-08-27;U. Críticas CON respirador;12;GALICIA;27;Lugo;75;2;15
2020-08-27;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;0
2020-08-27;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2020-08-28;Hospitalización convencional;02;ARAGÓN;44;Teruel;392;26;172
2020-08-28;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;520;64;325
2020-08-28;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;244;7;95
2020-08-28;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;210;4;49
2020-08-28;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;89;1;29
2020-08-19;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;3;37
2020-08-19;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;1;14
2020-08-20;Hospitalización convencional;03;ASTURIAS;33;Asturias;3030;18;1950
2020-08-20;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1272;19;655
2020-08-20;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;58;1997
2020-08-20;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;164;6;30
2020-08-20;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;43;9;16
2020-08-20;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;3;13
2020-08-20;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;16;0;11
2020-08-21;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;894;25;444
2020-08-21;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;10;467
2020-08-21;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1226;44;838
2020-08-21;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;213;10;73
2020-08-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;65;1;32
2020-08-21;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;50;2;10
2020-08-22;Hospitalización convencional;03;ASTURIAS;33;Asturias;3030;11;1772
2020-08-22;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1444;37;805
2020-08-22;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;318;5;146
2020-08-22;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;514;60;319
2020-08-22;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1946;193;1204
2020-08-22;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;209;8;63
2020-08-22;U. Críticas SIN respirador;12;GALICIA;27;Lugo;6;0;0
2020-08-23;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3056;225;1859
2020-08-23;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2496;85;1661
2020-08-23;Hospitalización convencional;12;GALICIA;32;Ourense;936;9;632
2020-08-23;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;56;2;26
2020-08-23;U. Críticas CON respirador;12;GALICIA;27;Lugo;75;2;14
2020-08-23;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;2;5
2020-08-23;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;0
2020-08-23;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2
2020-08-24;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;322;7;251
2020-08-24;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;9;159
2020-08-24;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;346;33;205
2020-08-24;Hospitalización convencional;13;MADRID;28;Madrid;13349;1547;8624
2020-08-24;Hospitalización convencional;14;MURCIA;30;Murcia;3028;138;1774
2020-08-24;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;1;38
2020-08-24;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;656;106;293
2020-08-24;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;274;15;108
2020-08-24;U. Críticas CON respirador;13;MADRID;28;Madrid;901;176;346
2020-08-24;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;0;6
2020-08-25;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;431;25;158
2020-08-25;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;81;0;5
2020-08-25;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;78;1;24
2020-08-26;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;325;5;244
2020-08-26;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;1;19
2020-08-26;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;209;9;80
2020-08-26;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;30;11;2
2020-08-26;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;37;19;10
2020-08-26;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;275;16;119
2020-08-27;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;620;50;459
2020-08-27;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;6
2020-08-28;Hospitalización convencional;09;CATALUÑA;17;Girona;1971;45;1343
2020-08-28;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;1;21
2020-08-28;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;2;0
2020-08-29;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;620;58;433
2020-08-29;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;3;55
2020-08-29;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;13;35
2020-08-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;4
2020-08-30;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1211;21;820
2020-08-30;Hospitalización convencional;09;CATALUÑA;25;Lleida;969;166;605
2020-08-30;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;6;76
2020-08-30;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;155;24;58
2020-08-30;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;42;2;6
2020-08-30;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;1;10
2020-08-19;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2936;386;1409
2020-08-19;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3061;172;1975
2020-08-19;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;506;65;339
2020-08-19;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;210;3;51
2020-08-19;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2020-08-19;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;70;0;15
2020-08-19;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;5
2020-08-20;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;862;25;521
2020-08-20;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;209;7;66
2020-08-20;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;18;1;9
2020-08-20;U. Críticas CON respirador;13;MADRID;28;Madrid;882;143;363
2020-08-20;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;22
2020-08-21;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;363;18;172
2020-08-21;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;74;1;37
2020-08-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;14;0;10
2020-08-21;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;66;3;24
2020-08-21;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;36;18;8
2020-08-21;U. Críticas CON respirador;15;NAVARRA;31;Navarra;97;8;35
2020-08-21;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;155;14;65
2020-08-21;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;81;0;5
2020-08-21;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;2
2020-08-21;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;56;3;20
2020-08-21;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;14;0;11
2020-08-22;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;15;12
2020-08-22;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;0;22
2020-08-22;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;45;3;15
2020-08-22;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2020-08-23;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1552;38;791
2020-08-23;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;874;4;504
2020-08-23;Hospitalización convencional;09;CATALUÑA;25;Lleida;982;68;715
2020-08-23;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;210;3;49
2020-08-23;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;0;0;0
2020-08-23;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;0;8
2020-08-25;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;628;39;454
2020-08-25;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;840;39;498
2020-08-25;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;164;7;46
2020-08-25;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;65;1;22
2020-08-25;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;1
2020-08-25;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;2
2020-08-26;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1303;79;574
2020-08-26;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;89;1;34
2020-08-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;45;6;13
2020-08-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;69;3;32
2020-08-26;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;2;4
2020-08-26;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;3;9
2020-08-26;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;117;2;9
2020-08-26;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
